,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
119,Liu San,1604,4.30,Braised Pork or Chicken Rice + Drink for 1 Person,"Enjoy a hearty bowl of rice at Liu San today. Pick your meat and dine on melt away braised pork or chicken, and sip on one (1) iced lemon tea to wash it all down. Yummy in the tummy indeed.",S$9.80,S$6.30,36,475,1,['Bukit Timah Plaza'],2016-09-26T00:00:00.000+08:00,2018-03-02
120,Ah Yat Abalone Forum Restaurant (Ah Yat Abalone Forum Restaurant),3085,4.40,Saturday A la Carte Dim Sum Lunch Buffet for 2 People,Dim sums are small dishes but they sure do pack a punch of flavour. This is your opportunity of indulging in these scrumptious delicacies at no limit. Pile up the treats and treat your palate to the explosion of flavours.,S$98,S$49.80,49,473,1,['Hotel Grand Pacific Singapore'],2018-02-21T00:00:00.000+08:00,2018-03-02
121,Ah Yat Abalone Forum Restaurant (Ah Yat Abalone Forum Restaurant),3085,4.40,Weekday A la Carte Dim Sum Lunch Buffet for 2 People,Dim Sums are small dishes but they sure do pack a punch of flavour. This is your opportunity of indulging in these scrumptious delicacies at no limit. Pile up the treats and treat your palate to the explosion of flavours.,S$78,S$45.80,41,473,1,['Hotel Grand Pacific Singapore'],2018-02-21T00:00:00.000+08:00,2018-03-02
122,Hodo Loco,3691,4.20,$10 Cash Voucher for Korean Walnut Cakes,"Enjoy a sweet Korean treat and bite into the crisy and soft walnut cakes. These cakes resemble a shape of a walnut and are filled with different fillings like red bean, walnuts, Korean custard, Belgium chocolate, and cream cheese.",S$10,S$6,40,471,1,"['#B2-K10, VivoCity']",2017-05-15T00:00:00.000+08:00,2018-03-02
123,Azmaya Honten Japanese Restaurant,2710,4.20,Collagen Soup and Chinese Mala Soup Hotpot Buffet Dinner for 2 People,"Take your family out for a feast with this offer of a hotpot buffet dinner. Included in this meal are two soup bases, which are collagen soup that is great for maintaining great skin and mala soup - a Sichuan delicacy suitable for those who loves a little spice in their meal. You will get to enjoy your hot pot with a variety of ingredients which include pork, a variety of vegetables, and an assortment of spices and condiments to complement the main ingredients.",S$63.60,S$31.80,50,468,1,['Cuppage Plaza'],2017-11-23T00:00:00.000+08:00,2018-03-02
124,Ritz Apple Strudel,3494,4.30,One (1) Signature Medium (Half) Strudel,"Take your palate on a journey to Europe with a bite of Ritz's signature strudel with this offer. A strudel is a type of layered pastry with sweet fillings usually made of something sweet. For this offer, you are given the option of four different types of strudels, which are apple, peach, blueberry, and chocolate.",S$13.80,S$11.50,17,462,10,"['#B2-K8, Bedok Mall', 'Ng Teng Fong General Hospital', '#03-K9, NEX', '#B1-K06, Causeway Point', '#B1-K15, Junction 8', '#B1-K10, Whitesands Shopping Centre', '#B1-K8A, Tampines Mall', '#B1-K12, Bugis Junction', 'Bukit Timah', '#B1-50, Compass One']",2017-11-07T00:00:00.000+08:00,2018-03-02
125,OK34,4867,3.80,Charcoal Fish Head Steamboat Set for 4 - 6 People,"Satiate hungry appetites with the warm broth of steamboat. Indulge in this charcoal fish head steamboat suitable for 4-6 people with a variety of ingredients included. With ribs, chicken, clams, tofu, vegetables, and lotus root, you are in for a treat with this heartwarming meal.",S$98,S$49,50,456,1,['Bendemeer Road'],2017-11-14T00:00:00.000+08:00,2018-03-02
126,Ritz Apple Strudel,3494,4.30,Three (3) Slices of Mille Crepe Cake,"You don't need a special occasion to get a cake to share. Get three (3) slices of Mille Crepe cake and spread the love, and joy of eating an appetising slice together.",S$19.50,S$10.90,44,456,9,"['#B2-K8, Bedok Mall', 'Ng Teng Fong General Hospital', '#03-K9, NEX', '#B1-K06, Causeway Point', '#B1-K15, Junction 8', '#B1-K10, Whitesands Shopping Centre', '#B1-K8A, Tampines Mall', '#B1-K12, Bugis Junction', 'Bukit Timah']",2017-12-15T00:00:00.000+08:00,2018-03-02
127,Ritz Apple Strudel,3494,4.30,One (1) Heart-Shaped Strudel,"Treat yourself or say ""I love you"" without words with a heart-shaped strudel featuring flavours like apple, strawberry, chocolate, mango, and more!",S$45,S$32.80,27,452,10,"['#B2-K8, Bedok Mall', 'Ng Teng Fong General Hospital', '#03-K9, NEX', '#B1-K06, Causeway Point', '#B1-K15, Junction 8', '#B1-K10, Whitesands Shopping Centre', '#B1-K8A, Tampines Mall', '#B1-K12, Bugis Junction', 'Bukit Timah', '#B1-50, Compass One']",2016-10-31T00:00:00.000+08:00,2018-03-02
128,Ritz Apple Strudel,3494,4.30,"9-Piece Set of Chocolate, Durian, and Custard Crispy Puffs","Close your eyes and imagine sinking your teeth into a crispy puff pastry, with exquisite cream filling bursting into your mouth. Now do it for real with this 9-piece box of crispy puffs, filled with light filling including chocolate, durian, and custard. These trans fat-free desserts are prepared daily, and are made with no preservatives or artificial sweeteners.",S$16.50,S$9.90,40,451,10,"['#B2-K8, Bedok Mall', 'Ng Teng Fong General Hospital', '#03-K9, NEX', '#B1-K06, Causeway Point', '#B1-K15, Junction 8', '#B1-K10, Whitesands Shopping Centre', '#B1-K8A, Tampines Mall', '#B1-K12, Bugis Junction', 'Bukit Timah', '#B1-50, Compass One']",2017-08-01T00:00:00.000+08:00,2018-03-02
129,Sin Kee Uncle Chicken,3712,4.40,$30 Cash Voucher for Chinese Cuisine,"Enjoy traditional cuisine such as chicken rice, Hainanese pork chop, Lo Ding, and more at Sin Kee Famous Chicken Rice shop. Treat your friends, and family to a hearty meal.",S$30,S$19.50,35,440,1,['Tiong Bahru'],2018-02-01T00:00:00.000+08:00,2018-03-02
130,Tien Court by Copthorne King's Hotel,3771,4.30,$50 Cash Voucher for A la Carte and Dim Sum Menu,Indulge in the delightful array of Chinese cuisine available for you to savour to your heart's content. Have your pick of a la carte dishes and dim sum and make yourself and your tummy happy.,S$50,S$35,30,435,1,['Clarke Quay'],2017-05-31T00:00:00.000+08:00,2018-03-02
131,Yi Jia South Village Seafood Restaurant,3798,4.40,Two (2) 800g Sri Lankan Crab,Indulge in a juicy Sri Lankan crab and choose from the 8 cooking styles available. Break into the exterior shell of the crab and sink your teeth into the soft crab meat that will leave your mouth watering.,S$100,S$49.90,50,432,2,"['Citimac Industrial Complex', 'Macpherson Road']",2017-05-30T00:00:00.000+08:00,2018-03-02
132,Kushi Sushi,4339,4.30,Japanese Main Course with Chawanmushi and Drink Set for 1 Person,"Harbouring a hankering for Japanese food? Sate your hunger with this set meal from Kushi Sushi! Savour a chawanmushi, pick out a main course of your choosing from the selections of don, udon, and bento, and wash it all down with a drink.",S$10.70,S$6.90,36,432,2,"['#B2-K8, City Square Mall', '#B1-K8, Sembawang Shopping Centre']",2017-10-25T00:00:00.000+08:00,2018-03-02
133,Yum Cha Restaurant,3792,4.10,$50 Cash Voucher for A la Carte Menu,"Dine in 'Tadino' style which is a Cantonese tradition where families and friends gather to cook together and enjoy a hot pot of soup together. Enjoy dishes like peking duck, pomfret Tapino, steamed prawns with garlic, deep fried tilapia, and more.",S$50,S$35,30,427,2,"['Chinatown', 'Changi Business Park']",2017-12-06T00:00:00.000+08:00,2018-03-02
134,Gelare,2873,4.20,Creamy Mushroom Pasta + Iced Lemon Tea + Half Classic Waffle for 1 Person,Satiate your tastebuds with a classic creamy mushroom pasta with this set. Quench parched throats in between mouthfuls of cream with a refreshing glass of iced lemon tea. Complete your meal with a sweet serving of half classic waffle that will entice your sweet tooth.,S$17.10,S$9.90,42,427,16,"['Bugis+', 'Suntec City', 'Compass One', 'The Centrepoint', 'Waterway Point', 'OneKM', 'West Mall', 'Capitol Piazza', 'Viva Business Park', 'The Star Vista', 'Hillion Mall', 'IMM', 'Causeway Point', 'Yishun 10', 'SAFRA Jurong', '313@Somerset']",2018-02-27T00:00:00.000+08:00,2018-03-02
135,Chulop!,2098,4.60,$16 Cash Voucher for Churros and Milk Drinks,"Dig into Chulop’s sugar and cinnamon-dusted delicacies with this cash voucher! Crispy and crunchy on the outside while remaining soft and doughy on the inside, bite into flavours like Spanish Caramel, Mexican Chocolate, Choc & Cheese, Cookie Crunch, and more, before",S$16,S$7.90,51,417,1,"['#B1-K02, JCube Shopping Centre']",2016-11-24T00:00:00.000+08:00,2018-03-02
136,Yum Cha Restaurant,3792,4.10,$100 Cash Voucher for A la Carte Menu,"Dine in 'Tadino' style which is a Cantonese tradition where families and friends gather to cook together and enjoy a hot pot of soup together. Enjoy dishes like stewed beef brisket noodles, crispy chicken, crispy suckling pig, roasted pork, and more.",S$100,S$70,30,413,2,"['Chinatown', 'Changi Business Park']",2017-12-06T00:00:00.000+08:00,2018-03-02
137,Azmaya Honten Japanese Restaurant,2710,4.20,Collagen Soup and Chinese Mala Soup Hotpot Buffet Dinner for 1 Person,"Take your family out for a feast with this offer of a hotpot buffet dinner. Included in this meal are two soup bases, which are collagen soup that is great for maintaining great skin and mala soup - a Sichuan delicacy suitable for those who loves a little spice in their meal. You will get to enjoy your hot pot with a variety of ingredients which include pork, a variety of vegetables, and an assortment of spices and condiments to complement the main ingredients.",S$31.80,S$15.90,50,413,1,['Cuppage Plaza'],2017-11-23T00:00:00.000+08:00,2018-03-02
138,Mooi Chin Place,2835,4.00,$100 Cash Voucher for Hainanese Cuisine,"Savour Hainanese delights like Hainanese pork chop, chicken rice, mutton soup, fish maw chop suay, and much more with this cash voucher to Mooi Chin Place!",S$100,S$59.90,40,412,1,['Bugis'],2016-11-15T00:00:00.000+08:00,2018-03-02
139,Shiraz Authentic Persian Cuisine,1395,4.10,One (1) Chicken or Vegetarian Kebab,"Say ""abrakebabra"" and get your wish granted with this chicken or vegetarian kebab deal!",S$10,S$6.50,35,412,2,"['#01-K3, Forum', '01-09, Clarke Quay']",2017-02-12T00:00:00.000+08:00,2018-03-02
140,The Bettership,4809,4.40,Truffle Mentaiko Salmon Don with Miso Soup for 1 Person,"Don your eating and nosh your way through this Japanese set meal. Begin with sips of savoury miso soup, before feasting on your main meal of Truffle Mentaiko Salmon Don. Made with sashimi grade salmon, burnt menataiko sauce, and Akita Japanese rice, this dish a treat to savour.",S$22.90,S$14.90,35,402,1,"['#01-03, The Cathay']",2017-11-23T00:00:00.000+08:00,2018-03-02
141,Yi Jia South Village Seafood Restaurant,3798,4.40,$200 Cash Voucher for Seafood,"Delight in a wide selection of tze char dishes and seafood at Yi Jia South Village Seafood Restaurant to satisfy your seafood cravings. Choose from signature dishes such as salted egg yolk crab, prawn balls in honeydew, deep fried pork knuckle, steamed mussels with garlic, chye poh tofu, assam fish, salted egg fried salmon skin, and more.",S$200,S$120,40,400,2,"['Citimac Industrial Complex', 'Macpherson Road']",2017-09-13T00:00:00.000+08:00,2018-03-02
142,The Landmark,2725,4.10,PWP: The Landmark Buffet for 1 Child,"Gather loved ones and pillage through a vast spread of local and international cuisine to devour! Start off on their assortment of soups and salads, and work your way through their main dishes of Chinese, Indian, and live cooking station that features dishes like tandoori, briyani, roasted beef, and plenty more!",S$17.66,S$1,94,398,1,['Village Hotel Bugis'],2017-09-25T00:00:00.000+08:00,2018-03-02
143,Shabu Shabu Azmaya,4740,4.40,Pork Sukiyaki and Shabu Shabu Japanese Buffet Dinner for 2 People,"If you are a fan of Japanese cuisine and shabu shabu, this is the Azmaya is the place for you to be. Indulge in a delicious pork sukiyaki paired with shabu shabu buffet dinner. Fill up to your heart's content with ingredients like Spanish pork, vegetables and mushrooms paired with 30 over types of condiments as well as rice.",S$63.60,S$31.80,50,391,1,['Robertson Quay'],2017-11-23T00:00:00.000+08:00,2018-03-02
144,Sweetfish Poke,4922,4.50,One (1) Medium Size Poke Bowl with Drink for 1 Person,"Poke bowls are a new food fad that has recently arrived on the shores of Singapore, but for good reason! Not only are poke bowls delicious, they are full of healthy ingredients as well. Delight your tastebuds in a refreshing medium-sized poke bowl paired with a drink at Sweetfish Poke, Singapore's very own poke outlet that seeks to offer ""The Ultimate Californian Sashimi Rice Bowl"".",S$16.50,S$10.50,36,388,1,"['#B2-30, Capitol Piazza']",2017-11-17T00:00:00.000+08:00,2018-03-02
145,Kew Garden Restaurant,3148,3.90,$50 Cash Voucher for Hakka Cuisine,"Been craving for Hakka food for a while but afraid you’ll break the bank? Grab this voucher for a bang-for-the-buck, authentic Old Hakka cuisine, featuring signature dishes like traditional Hakka Abacus Seeds (Suan Pan Zi), wine chicken, Soon Kueh, Mei Cai Kou Rou, and more.",S$50,S$30,40,387,1,['Outram'],2017-03-11T00:00:00.000+08:00,2018-03-02
146,YWCA (Fort Canning Lodge),3389,3.90,Lunch or Dinner Buffet for 1 Person,"Whether it's lunchtime or dinnertime, you'll find an endless spread of local delights to fill up on at the YWCA Fort Canning Lodge. Dine on a sumptuous spread that includes steamed sea bass with superior soy sauce, smoked duck breast, beef rendang, and plenty more.",S$32.75,S$18.80,43,385,1,['Dhoby Ghaut'],2018-02-01T00:00:00.000+08:00,2018-03-02
147,Le Rida,1806,4.10,"Sirloin Steak, Salmon, OR Duck Confit Meal with Drinks for 2 People","Dive into the sea for some fresh salmon dressed in butter lemon sauce, or seize the turf with some sizzling sirloin steak or duck confit. Served with linguine pasta or potato gratin and a crisp mesclun salad, and paired with a juice or soft drink, a sophisticated dining experience awaits you at Le Rida.",S$118,S$39.80,66,349,1,['Bukit Timah'],2017-09-21T00:00:00.000+08:00,2018-03-02
148,Tong Fu Ju Sichuan Restaurant,2384,4.30,One (1) Chong Qing Charcoal-Grilled Live Fish,"Nothing beats the taste of fresh seafood! Feast on a Chong Qing charcoal-grilled sea bass, cooked upon order in a style you please, with choices including hot and spicy, fragrant corn with green pepper, tom yum sauce, fermented black bean, and more. Specialising in traditional Sichuan style cuisine, this restaurant also offers alfresco dining – by the breezy beach! – for a small additional fee.",S$32.80,S$19.90,39,349,1,['Boat Quay'],2016-05-20T00:00:00.000+08:00,2018-03-02
149,The Soup Spoon,4840,4.40,Classic Roasted Pumpkin Soup Set for 1 Person,"Slurp up the sumptuous delights of The Soup Spoon's flavourful roasted pumpkin soup set. Choose from sets like the flatbread, bread bowl, Souper Rice, salad, or cake sets to make your meal a hearty one!",S$14,S$9.90,29,348,22,"['Changi City Point - The Soup Spoon Union', 'NEX - The Soup Spoon Union', 'Raffles City - The Soup Spoon Union', 'Waterway Point - The Soup Spoon Union', 'White Sands - The Soup Spoon Union', 'ARC (Alexandra Retail Centre) ', 'Asia Square Tower 1', '#B1-K24A, Bugis Junction', '#01-01, Compass One', '#02-05, JEM', 'Leisure Park Kallang', 'Marina Bay Financial Centre', 'Novena Square', '#B1-K4/K7, Paragon', 'Paya Lebar Square', '#03-21, Plaza Singapura', 'Raffles Xchange', '#02-308, Suntec City', '#B1-K2, Tampines Mall', 'Tanjong Pagar Xchange', 'Tiong Bahru Plaza', '#B1-12/28, 112 Katong']",2018-02-01T00:00:00.000+08:00,2018-03-02
150,Bhandari's Saffron,3028,3.60,Weekday Buffet Lunch/Dinner for 1 Person,"Treat your tastebuds to scrumptious Indian cuisine spread gloriously for your pick. Eat as much chicken masala as you want, or yellow dal tadka. Satiate that craving for indian dishes at Bhandari's Saffron. ",S$30.90,S$13.90,55,342,1,['Raffles Avenue'],2017-05-18T00:00:00.000+08:00,2018-03-02
151,Wah! Kungfu,5129,4.60,$60 Cash Voucher for Chinese Cuisine,"If you have not sampled the spectacle of frog cuisine, then this cash voucher is your golden ticket to a new and adventurous experience! Snack on frog legs cooked in 10 distinct styles, or simply opt for other specialities such as hand-pulled lamb, pickled mustard grilled fish, and more.",S$60,S$36,40,337,1,['Pagoda Street'],2017-12-27T00:00:00.000+08:00,2018-03-02
152,Eyescream and Friends,3689,4.10,Two (2) Eyescream and Friends Signature Complete Packs with 2 Toppings,"Eyescream and Friends originates from Barcelona and has won an international award for ""Best Identity"" at the Restaurant and Bar Design Awards (RABDA) 2013 in London.  Cool off your hot day with shaved gelato paired with two toppings of your choice. At Eyescream and Friends, the gelato is shaved and placed into a cute round bowl and decorated with two googly eyes. The toppings are placed separately so you can scoop as much topping as you want into every scoop of gelato. The ice cream parlour has been featured in TODAYonline, Yahoo, The Straits Times, 8 Days, Nu You, Zao Bao, and more.",S$13.80,S$7.90,43,330,1,"['#B1-48, Wisma Atria']",2017-09-11T00:00:00.000+08:00,2018-03-02
153,EPIKebabs,1132,4.40,Kebab Set Meal with Drink for 1 Person,"Good for the soul (and hangovers) are your trusty, juicy kebabs. Get them wrapped up in a roll, sandwiched between soft buns, or on a bed of fresh salad, and in choices of beef, chicken, or both. Pair your meal with any drink of your choice.",S$8,S$5.20,35,327,1,['Wilkie Edge'],2017-10-13T00:00:00.000+08:00,2018-03-02
154,Delhi Restaurant,2015,4.20,$40 Cash Voucher for Authentic Indian Cuisine,"Allow Delhi Restaurant to elevate you to the highest state of dining ecstasy with their sizzling mixed grill of tandoor-cooked meats marinated in masala and wine. Seafood lovers will enjoy their unique Tandoori pomfret, marinated to perfection in thick yogurt sauce flavored with herbs. Their sumptuous vegetarian fare includes rich creamy kormas, spicy mushrooms and spinach with cottage cheese that melts in your mouth. If style and presentation is what you seek in your dining experience, sample their unique Romali Roti or Handkerchief Bread, which is baked on an overturned wok.",S$40,S$20,50,324,1,['Race Course Rd'],2016-12-07T00:00:00.000+08:00,2018-03-02
155,Tian Tian Hainanese Chicken Rice,2938,4.30,Chicken Rice with Vegetables Set for 3 People,"There is nothing more humble and comforting than a plate of chicken rice with the white flesh cooked to tenderness, fragrant rice you can smell a mile away and spicy and tangy chili. Get a chicken rice with vegetables set for three (3) people from Tian Tian Hainanese Chicken Rice for your chicken rice fix.",S$27,S$20,26,313,1,['New Upper Changi  Road'],2017-03-17T00:00:00.000+08:00,2018-03-02
156,Shabu Shabu Azmaya,4740,4.40,Pork Sukiyaki and Shabu Shabu Japanese Buffet Dinner for 1 Person,"If you are a fan of Japanese cuisine and shabu shabu, this is the Azmaya is the place for you to be. Indulge in a delicious pork sukiyaki paired with shabu shabu buffet dinner. Fill up to your heart's content with ingredients like Spanish pork, vegetables and mushrooms paired with 30 over types of condiments as well as rice.",S$31.80,S$15.90,50,313,1,['Robertson Quay'],2017-11-23T00:00:00.000+08:00,2018-03-02
157,Royal Palm @ Orchid Country Club,3658,4.00,(Daily / PH) International Lunch or Dinner Buffet for 1 Child (Aged 3 -7),"Dine amongst lush white-themed furniture or enjoy the breeze of the outdoors as you sit by the pool and savour the various cuisines such as local, Western, Mediterranean, and Indian cuisine, alongside a fine selection of seafood. Little ones also get to play at the children's playground in the restaurant. ",S$17.90,S$9.90,45,309,1,['Orchid Country Club'],2017-12-18T00:00:00.000+08:00,2018-03-02
158,Ice Cream Skool,2126,4.60,Two (2) Cups of Double-Scoop Handmade Ice Cream,"We all scream for ice cream! Never say no to ice cream, in fact some swears they have a second tummy for ice creams only. Head on over to ice cream skool, to learn and enjoy the delicious cold dessert we all have come to love.",S$11.60,S$5.80,50,308,1,"['#01-10, 445 Tampines St 42']",2016-05-30T00:00:00.000+08:00,2018-03-02
159,Khao San,4712,3.70,Thai Steampot Buffet for 1 Person,"Treat yourself and another to a flavourful Thai steampot buffet. Dine with abandon and nosh on free-flowing plates of prawns, clams, and other seafood cooked in a bubbling broth of tom yum, chicken, laksa, or coconut soup.",S$18.80,S$13.50,28,305,1,"['#01-01, 208 Clementi Ave 6']",2017-10-31T00:00:00.000+08:00,2018-03-02
160,Sichuan Kungfu Fish,5029,4.60,Sichuan Grilled Fish Set for 2 People,"Indulge tastebuds in a delightful serving of Sichuan grilled fish for 2 people. Pick between 5 flavours - mala, red hot chilli, steamboat bean based, pickled Chinese cabbage, or tomato base. This set comes with sides, drinks, and two servings of rice.",S$87.30,S$34.90,60,304,1,"['#B1-132/171, Suntec City']",2018-01-11T00:00:00.000+08:00,2018-03-02
161,Dofu,3620,4.60,Black Soy Bean Ice-Cream Free Upgrade to Fabulous Cup with Five (5) Toppings,"Enjoy a sweet treat without the guilt with a cup of black soy bean ice cream. Let its enigmatic grey colour that comes from bamboo charcoal lure you into sampling the flavours of over 30 toppings and sauces, including popping boba, fresh fruits, sprinkles, and more. Its ice-cream and chilled pudding is made less sweet with no added fats except omega-3 fats and non-GMO soya beans without artificial preservatives and colouring. Choose up to 5 toppings to go with your ice-cream. Dofu boasts of vegan friendly toppings that are marked with an Earth heart logo and all toppings are non-alcoholic.",S$5.60,S$4.90,13,303,1,"['#B1-K13, JCube Shopping Centre']",2017-03-08T00:00:00.000+08:00,2018-03-02
162,Pita Pit,1491,4.30,Original Pita + Drink Set for 1 Person,"As the great Mr. T one said, ""I pita the fool, who doesn't eat Mediterranean food!"" Amend culinary neglect with a pita and drink set for one!",S$14.70,S$9.90,33,299,1,"['#01-15, Galaxis']",2016-09-01T08:00:00.000+08:00,2018-03-02
163,M Hotel Singapore (Café 2000),2261,4.20,(Fri - Sat) Crab and Seafood Extravaganza with Live BBQ Dinner Buffet for 1 Adult,Satisfy your seafood cravings with a generous spread of seafood with a live barbecue that will leave your mouth watering for more.,S$100.04,S$60.02,40,299,1,"['Café 2000, M Hotel']",2018-01-04T00:00:00.000+08:00,2018-03-02
164,China Classic,5025,4.30,$50 Cash Voucher for Cantonese Cuisine and Dim Sum,"Feast to your content on the vast spread of Cantonese delights and dim sum that China Classic has to offer! Get your chopsticks into dishes like sauteed beef with black pepper, Singapore-style chilli crab, Peking duck, and plenty more.",S$50,S$30,40,298,1,"['#01-41/42, Chinatown Point']",2017-12-05T00:00:00.000+08:00,2018-03-02
165,QQ Rice,3805,4.30,Creamy Tomato Salmon / Sambal Prawn Petai Vegetable Bento + Organic Soya,"Treat yourself to a healthy set meal consisting of a bento and an organic soya beverage. Choose from creamy tomato salmon, or the vegetarian sambal prawn petai before washing it down with an organic soya drink.",S$9.90,S$7.30,26,298,12,"[' B1-07, One Raffles Place', 'Alexandra Retail Centre', 'Square 2 (Novena)', '#01-22, HDB Hub (Toa Payoh)', 'NUH (ONE@KENTRIDGE)', 'Our Tampines Hub', 'Tampines MRT', '#B2-07, AMK Hub', '#B2-48B, NEX ', 'Woodlands MRT', '#B2-51, Hillion Mall', '#01-32, Jurong Point']",2018-01-15T00:00:00.000+08:00,2018-03-02
166,Ah Yat Abalone Forum Restaurant (Ah Yat Abalone Forum Restaurant),3085,4.40,9-Course Lobster and Peking Duck Set for 10 People,"Delight your tastebuds with a luxurious serving of lobster and peking duck with this set meal. Gather round with a group of friends or with your relatives for this feast. Some of the dishes included in this set include stir fried Boston lobster, deep fried chicken chop, fish, roasted peking duck, and more.",S$585,S$278,52,295,1,['Hotel Grand Pacific Singapore'],2018-02-21T00:00:00.000+08:00,2018-03-02
167,Dosirak,1093,4.50,$10 Cash Voucher for Healthy Bibimbap,"Satisfy your urges for carbs and indulge on these guilt-free healthy bibimbap options! Spend this $10 cash voucher on combinations like beef bulgogi on brown rice with onsen egg, kimchi tofu on buckwheat noodles, and more.",S$10,S$7.50,25,294,1,['OUE Downtown'],2018-02-05T00:00:00.000+08:00,2018-03-02
168,City Hotpot,2026,4.60,$40 Cash Voucher for A la Carte Food,"Dine on cuts of wagyu beef, Angus short ribs, pork belly, and more at this restaurant that specialises in Taiwanese-style shabu-shabu. Invite a couple of friends or family to share the bountiful fare at City Hotpot and fill your tummy to your heart's content!",S$40,S$28,30,291,1,"[' #04-28, One Raffles Place']",2017-09-28T00:00:00.000+08:00,2018-03-02
169,Auntie Anne's,4532,4.50,Two (2) Auntie Anne's Pretzels OR Pretzel Stix,"Have a hankering for some sweet treats with a twist? Get your hands on Auntie Anne's delectable pretzel treats and get two (2) pretzels OR Pretzel Stix, ranging from flavours like cinnamon raisin pretzel, Choc Eclair Stix, and more!",S$7.80,S$6.20,21,291,4,"['Parkway Parade', 'Plaza Singapura', 'NEX', 'Vivocity']",2018-01-29T00:00:00.000+08:00,2018-03-02
170,Chulop!,2098,4.60,Three (3) Sets of Three (3) Churros with Chocolate / Caramel Dip,"While churros seem deceptively like plain fried dough sprinkled with some sugar and cinnamon powder, don't be deceived by this deliciously devious treat so sneaky that you don't even have to seat down to eat it. If you dare, test your strength of will against churros with this deal for 3 sets of churros and 1 dip at Chulop!. Each set of churros contains three churros.",S$11.70,S$7.80,33,289,1,['New Upper Changi Road'],2017-01-12T00:00:00.000+08:00,2018-03-02
171,Avorush,4693,4.70,$20 Cash Voucher for Avocado Dishes and More,"If you're looking for a delectable healthy alternative meal to improve your life, then try out Avorush with this $20 cash voucher. They are an eatery specialising in serving up everything avocado, from toasts and salsa, to salads and cakes, there's an abundance of choices for you to choose from! With their food, you'd realize that eating healthy is not so difficult after all!",S$20,S$14.90,26,289,1,"['#02-23, Asia Square Tower 2']",2017-10-10T00:00:00.000+08:00,2018-03-02
172,Desa Kartika,4882,4.20,Indonesian Set Meal for 2 People,"Treat yourself and your date to a delicious Indonesian cuisine spread. Enjoy some ayam lemak kartika, bean curd and kang kung belacan. Pair your dishes with rice and refreshing glasses of iced lemon tea for a complete meal.",S$41.80,S$18.90,55,288,1,"['#04-13-15, The Centrepoint']",2017-11-08T00:00:00.000+08:00,2018-03-02
173,JPOT,2395,4.40,(Mon - Thu) $100 Cash Voucher for Singaporean-Style Hotpot,"Tempt taste buds with a wide variety of live seafood, such as grouper, lobster, clams, and more in individual hot pots with 9 different soup bases at this restaurant by the award-winning JUMBO Group of Restaurants. Complement your meal with personalised dipping sauces made from 16 sauce bases and condiments, and take your palate on a gastronomic journey like no other.",S$100,S$70,30,288,1,['Tampines 1'],2018-02-27T00:00:00.000+08:00,2018-03-02
174,8tarts n Pastries,3632,4.50,Box of 12 Egg Tarts and Pastries,"Bite into the flaky dough of the crust and the soft creamy middle layer of Hong Kong style egg tarts or savour some freshly baked pastries like siew paos, curry puffs, tau sar piah, and more. Share a box with your friends and family or keep them all to yourselves just because they are that good.",S$32,S$18,44,282,1,"['#B2-K19, VivoCity']",2017-05-09T00:00:00.000+08:00,2018-03-02
175,Ritz Apple Strudel,3494,4.30,600g Pandan Castella Sponge Cake,"Be it a birthday celebration or special occasion, cake is usually a monumental part of the party. So make sure no one feels left out with this pandan castella sponge cake. Made with Chef Tung brand that is curated by Ritz Apple Strudel, all natural ingredients, and pure pandan leaf with no added artificial colouring, flavouring, preservatives, or artificial sweetening, this decadent treat is scrumptious find for all events.",S$9.90,S$5.90,40,279,2,"['#B2-34, AMK Hub', '#B1-K8A, Tampines Mall']",2018-02-06T00:00:00.000+08:00,2018-03-02
176,Healthy Soba Iki,1297,4.30,Japanese Rice Bowl or Soba with Drink for 1 Person,"Load up on carbs with a flavourful selection of Japanese rice bowls and soba to choose from! Dig into choices of unagi, chicken teriyaki, Japanese curry, and hot or cold soba to satisfy cravings.",S$20,S$12.90,36,276,1,"['#04-47, One Raffles Place']",2017-12-13T00:00:00.000+08:00,2018-03-02
177,Korean Fusion BBQ,1125,4.20,(Mon - Thu) Korean Lunch Buffet for 1 Adult,"For the truly ravenous, only an overflowing Korean buffet would suffice. Grab your friends and family and gorge on staple dishes like kimchi or bean paste stew, beef bulgogi, and more. Located just a four-minute walk from Rochor MRT station, this restaurant specialises in Korean fusion cuisine. Get your fill from Monday to Thursday.",S$23,S$16.10,30,273,1,['Dunlop Street'],2017-07-31T00:00:00.000+08:00,2018-03-02
178,I Love Taimei,5444,4.50,Popcorn Chicken and Large Drink for 1 Person,"Envelop taste buds with the crunchy factor of popcorn chicken and silky texture of a refreshing beverage. With 15 choices of drinks to choose from, you'll be spoilt for choice!",S$9.40,S$6.50,31,271,8,"['Bugis Street', 'Bugis Junction', 'Scape', 'Junction 8', 'Hillion Mall', 'Woodlands Xchange', 'AMK Hub', 'Waterway Point']",2018-02-22T00:00:00.000+08:00,2018-03-02
